date,open,high,low,close,volume,amount,name,ticker
2023-08-22,30.2,30.75,29.51,30.74,139803.08,421127.037,香农芯创,300475.SZ
2023-08-23,30.5,30.5,29.3,29.62,134308.44,398858.342,香农芯创,300475.SZ
2023-08-24,30.19,32.31,29.2,31.46,314237.9,977761.189,香农芯创,300475.SZ
2023-08-25,30.45,30.73,29.0,29.16,225436.72,669104.407,香农芯创,300475.SZ
2023-08-28,30.99,31.2,28.32,28.6,212037.22,623595.041,香农芯创,300475.SZ
2023-08-29,28.04,30.78,28.03,30.27,223164.72,666598.593,香农芯创,300475.SZ
2023-08-30,30.68,34.49,30.66,32.6,378555.11,1229431.143,香农芯创,300475.SZ
2023-08-31,31.69,33.0,31.69,32.21,230141.43,745047.001,香农芯创,300475.SZ
2023-09-01,33.0,34.53,32.75,33.22,331221.21,1116272.256,香农芯创,300475.SZ
2023-09-04,33.37,33.88,32.55,33.6,251048.56,833347.499,香农芯创,300475.SZ
2023-09-05,33.7,36.88,33.66,35.31,460018.35,1615494.607,香农芯创,300475.SZ
2023-09-06,34.29,37.5,34.25,36.43,398189.5,1414137.886,香农芯创,300475.SZ
2023-09-07,35.75,38.4,34.78,36.5,405619.57,1477792.372,香农芯创,300475.SZ
2023-09-08,35.5,36.61,33.3,33.32,369200.18,1301506.524,香农芯创,300475.SZ
2023-09-11,32.5,35.12,32.2,33.36,249185.13,838946.175,香农芯创,300475.SZ
2023-09-12,33.21,33.73,32.39,32.66,190938.49,629726.87,香农芯创,300475.SZ
2023-09-13,32.98,34.99,32.98,34.02,285591.07,972775.102,香农芯创,300475.SZ
2023-09-14,34.0,34.7,32.83,33.57,198731.07,671233.251,香农芯创,300475.SZ
2023-09-15,33.2,35.9,32.64,34.96,291711.74,1007356.246,香农芯创,300475.SZ
2023-09-18,34.64,35.3,29.56,29.89,437452.88,1404161.982,香农芯创,300475.SZ
2023-09-19,29.83,30.26,27.46,28.78,294318.46,843810.238,香农芯创,300475.SZ
2023-09-20,28.5,29.3,28.28,28.61,127692.23,369236.35,香农芯创,300475.SZ
2023-09-21,28.35,28.8,27.92,28.03,113135.62,319364.541,香农芯创,300475.SZ
2023-09-22,27.7,29.95,27.67,29.7,198685.73,578324.999,香农芯创,300475.SZ
2023-09-25,29.89,29.92,28.76,28.8,133564.23,388180.857,香农芯创,300475.SZ
2023-09-26,28.8,29.38,28.4,28.42,119745.04,345034.306,香农芯创,300475.SZ
2023-09-27,29.0,30.47,29.0,29.89,233317.61,694826.989,香农芯创,300475.SZ
2023-09-28,30.0,30.8,29.63,30.06,162048.41,489275.486,香农芯创,300475.SZ
2023-10-09,29.75,31.4,29.75,30.33,159387.57,487435.047,香农芯创,300475.SZ
2023-10-10,33.0,33.78,32.0,32.68,310928.7,1017975.398,香农芯创,300475.SZ
2023-10-11,33.0,33.17,31.51,32.02,198932.41,639130.93,香农芯创,300475.SZ
2023-10-12,32.5,32.8,31.61,32.02,135780.8,436945.151,香农芯创,300475.SZ
2023-10-13,31.57,33.19,31.55,31.66,192825.06,625145.837,香农芯创,300475.SZ
2023-10-16,31.3,31.79,29.65,30.05,181152.17,546915.693,香农芯创,300475.SZ
2023-10-17,30.21,30.46,29.48,30.3,120143.66,359347.243,香农芯创,300475.SZ
2023-10-18,29.48,29.48,27.87,28.77,132468.66,380074.733,香农芯创,300475.SZ
2023-10-19,28.77,29.51,28.48,28.57,115314.63,334082.032,香农芯创,300475.SZ
2023-10-20,28.35,29.25,27.52,27.56,88376.34,247902.345,香农芯创,300475.SZ
2023-10-23,27.28,27.47,26.18,26.77,81723.86,218286.355,香农芯创,300475.SZ
2023-10-24,27.16,28.1,26.7,27.88,93148.63,256694.111,香农芯创,300475.SZ
2023-10-25,28.1,28.3,25.91,26.15,197104.47,526899.426,香农芯创,300475.SZ
2023-10-26,25.78,26.2,25.31,26.15,132550.64,341855.527,香农芯创,300475.SZ
2023-10-27,26.21,27.6,26.21,26.94,178990.04,483830.958,香农芯创,300475.SZ
2023-10-30,26.5,27.17,26.12,27.02,140453.4,375182.536,香农芯创,300475.SZ
2023-10-31,27.99,28.5,26.37,26.54,145148.42,396172.894,香农芯创,300475.SZ
2023-11-01,26.6,27.25,26.59,26.62,93514.08,250750.649,香农芯创,300475.SZ
2023-11-02,26.75,27.85,26.21,26.79,147753.51,398186.488,香农芯创,300475.SZ
2023-11-03,26.79,27.65,26.12,27.42,194890.03,525488.018,香农芯创,300475.SZ
2023-11-06,27.88,31.3,27.69,31.23,396627.24,1170057.459,香农芯创,300475.SZ
2023-11-07,30.9,35.18,30.6,34.06,484443.37,1611595.153,香农芯创,300475.SZ
2023-11-08,33.51,35.25,32.92,33.85,372787.1,1272545.941,香农芯创,300475.SZ
2023-11-09,33.15,33.8,32.01,32.35,263157.95,861595.416,香农芯创,300475.SZ
2023-11-10,33.88,35.32,32.87,33.53,405711.7,1380582.114,香农芯创,300475.SZ
2023-11-13,34.13,35.21,32.6,33.7,365234.67,1237812.04,香农芯创,300475.SZ
2023-11-14,35.5,37.1,34.53,36.2,458232.54,1642975.492,香农芯创,300475.SZ
2023-11-15,37.71,42.72,36.81,40.0,591970.16,2347298.172,香农芯创,300475.SZ
2023-11-16,39.1,44.0,38.5,40.02,591399.47,2439450.68,香农芯创,300475.SZ
2023-11-17,40.11,41.91,39.11,41.9,524190.51,2128018.733,香农芯创,300475.SZ
2023-11-20,40.8,41.2,37.88,38.69,582230.12,2275427.972,香农芯创,300475.SZ
2023-11-21,37.8,38.49,36.69,37.09,480361.97,1796021.965,香农芯创,300475.SZ
2023-11-22,36.53,36.89,35.1,35.11,372424.59,1335922.918,香农芯创,300475.SZ
2023-11-23,35.0,35.6,34.51,35.38,225512.22,794335.286,香农芯创,300475.SZ
2023-11-24,34.95,35.34,33.67,33.85,228583.88,784339.836,香农芯创,300475.SZ
2023-11-27,33.33,35.54,33.2,35.46,313031.02,1085440.596,香农芯创,300475.SZ
2023-11-28,34.87,37.24,34.8,36.22,315918.33,1148805.081,香农芯创,300475.SZ
2023-11-29,35.7,36.69,34.73,34.96,248801.75,885946.457,香农芯创,300475.SZ
2023-11-30,34.58,35.05,33.81,34.56,162907.52,560347.268,香农芯创,300475.SZ
2023-12-01,34.56,36.16,34.03,36.09,240946.13,850691.554,香农芯创,300475.SZ
2023-12-04,36.06,37.66,35.45,36.12,276682.75,1014828.948,香农芯创,300475.SZ
2023-12-05,36.08,36.11,34.08,34.14,175799.83,611889.774,香农芯创,300475.SZ
2023-12-06,34.1,35.15,34.01,34.59,130763.25,453206.284,香农芯创,300475.SZ
2023-12-07,34.2,34.88,33.83,34.41,125442.8,432855.691,香农芯创,300475.SZ
2023-12-08,34.85,36.92,34.75,36.92,317430.06,1151359.291,香农芯创,300475.SZ
2023-12-11,36.41,37.2,35.75,36.64,218256.89,794526.398,香农芯创,300475.SZ
2023-12-12,36.5,38.48,36.36,37.5,295916.48,1113109.128,香农芯创,300475.SZ
2023-12-13,37.03,37.34,35.68,35.71,214537.61,779067.062,香农芯创,300475.SZ
2023-12-14,36.18,36.6,35.4,35.78,146538.52,527864.584,香农芯创,300475.SZ
2023-12-15,35.53,35.9,33.31,34.38,164412.7,566141.792,香农芯创,300475.SZ
2023-12-18,34.1,35.17,34.1,34.53,88264.63,305748.885,香农芯创,300475.SZ
2023-12-19,34.21,35.55,34.21,35.1,99796.22,349529.989,香农芯创,300475.SZ
2023-12-20,34.8,35.0,32.73,32.77,169055.11,567232.21,香农芯创,300475.SZ
2023-12-21,32.58,34.35,32.5,33.51,129347.33,434256.173,香农芯创,300475.SZ
2023-12-22,34.75,35.1,32.38,32.86,154315.94,519880.379,香农芯创,300475.SZ
2023-12-25,31.7,32.98,31.7,32.01,92456.25,297605.767,香农芯创,300475.SZ
2023-12-26,31.91,32.01,29.9,30.31,165364.8,505047.459,香农芯创,300475.SZ
2023-12-27,30.76,33.33,30.47,32.72,211105.55,676186.338,香农芯创,300475.SZ
2023-12-28,32.74,33.12,31.91,33.1,152801.58,499403.577,香农芯创,300475.SZ
2023-12-29,32.91,33.94,32.7,33.79,150014.48,503149.16,香农芯创,300475.SZ
2024-01-02,33.21,33.55,32.45,32.75,101137.74,332812.441,香农芯创,300475.SZ
2024-01-03,32.46,33.13,31.99,32.32,86372.88,280174.939,香农芯创,300475.SZ
2024-01-04,32.26,33.42,32.0,32.68,100930.48,330812.947,香农芯创,300475.SZ
2024-01-05,32.5,32.65,31.3,31.73,104366.78,332292.328,香农芯创,300475.SZ
2024-01-08,31.73,31.99,30.6,30.69,80008.42,247288.411,香农芯创,300475.SZ
2024-01-09,31.21,31.48,30.22,30.68,73246.11,225391.282,香农芯创,300475.SZ
2024-01-10,30.54,30.69,29.63,29.8,84468.16,253659.883,香农芯创,300475.SZ
2024-01-11,30.05,31.06,29.6,30.81,88354.92,270359.605,香农芯创,300475.SZ
2024-01-12,30.59,31.01,30.2,30.62,69505.33,212583.099,香农芯创,300475.SZ
2024-01-15,31.0,31.82,30.41,30.99,103236.98,322111.408,香农芯创,300475.SZ
2024-01-16,31.2,31.25,30.23,31.25,89915.45,276067.51,香农芯创,300475.SZ
2024-01-17,31.28,32.28,30.71,30.8,104447.58,329056.182,香农芯创,300475.SZ
2024-01-18,30.49,31.19,29.72,31.18,107087.89,324873.382,香农芯创,300475.SZ
2024-01-19,31.7,32.26,30.7,30.7,150264.45,474308.12,香农芯创,300475.SZ
2024-01-22,30.95,31.41,28.18,28.69,145340.37,432306.066,香农芯创,300475.SZ
2024-01-23,28.53,29.6,28.05,29.01,98240.34,284259.632,香农芯创,300475.SZ
2024-01-24,29.39,29.49,27.7,28.87,98603.58,280460.821,香农芯创,300475.SZ
2024-01-25,29.2,30.24,29.01,30.14,136002.14,405409.683,香农芯创,300475.SZ
2024-01-26,30.09,30.64,29.13,29.71,126163.38,377162.456,香农芯创,300475.SZ
2024-01-29,29.9,29.99,27.8,27.9,111177.61,317439.846,香农芯创,300475.SZ
2024-01-30,27.5,28.27,26.5,26.6,90915.06,248040.387,香农芯创,300475.SZ
2024-01-31,26.51,26.92,25.0,25.17,92738.22,239616.347,香农芯创,300475.SZ
2024-02-01,24.78,26.22,24.44,24.95,99855.94,252434.335,香农芯创,300475.SZ
2024-02-02,25.13,25.45,22.8,23.73,109615.51,263396.831,香农芯创,300475.SZ
2024-02-05,23.54,23.98,20.71,20.8,159244.04,347286.4,香农芯创,300475.SZ
2024-02-06,20.0,23.36,19.8,22.75,167431.72,362727.354,香农芯创,300475.SZ
2024-02-07,22.96,25.26,22.76,24.1,181367.79,441173.19,香农芯创,300475.SZ
2024-02-08,24.4,26.0,24.4,25.45,157803.74,398580.83,香农芯创,300475.SZ
2024-02-19,26.6,27.48,25.52,27.44,190978.94,505266.175,香农芯创,300475.SZ
2024-02-20,26.7,29.2,26.38,28.69,210802.36,586176.919,香农芯创,300475.SZ
2024-02-21,27.5,29.36,27.22,27.86,230934.65,651360.965,香农芯创,300475.SZ
2024-02-22,28.15,29.57,28.15,29.26,187238.72,540751.832,香农芯创,300475.SZ
2024-02-23,29.85,30.38,29.12,29.93,171947.84,514217.643,香农芯创,300475.SZ
2024-02-26,30.48,31.28,29.95,30.4,168250.1,514657.826,香农芯创,300475.SZ
2024-02-27,30.19,32.38,30.01,32.19,188577.49,594153.046,香农芯创,300475.SZ
2024-02-28,31.8,33.75,30.11,30.2,258700.53,828671.094,香农芯创,300475.SZ
2024-02-29,30.1,34.23,30.1,33.12,291192.05,946812.452,香农芯创,300475.SZ
2024-03-01,32.67,34.48,32.67,34.42,240872.6,813248.426,香农芯创,300475.SZ
2024-03-04,35.5,38.5,35.0,37.36,423075.9,1543151.18,香农芯创,300475.SZ
2024-03-05,36.99,38.89,35.8,36.56,375801.42,1404982.619,香农芯创,300475.SZ
2024-03-06,35.7,39.05,35.03,37.82,374496.48,1377823.006,香农芯创,300475.SZ
2024-03-07,37.6,38.7,36.7,37.6,267814.14,1013896.541,香农芯创,300475.SZ
2024-03-08,38.38,41.8,37.5,41.8,388710.23,1554597.072,香农芯创,300475.SZ
2024-03-11,39.81,41.79,39.35,41.23,279406.61,1121725.572,香农芯创,300475.SZ
2024-03-12,40.64,43.38,39.58,40.48,298111.8,1239359.113,香农芯创,300475.SZ
2024-03-13,41.14,42.8,40.03,41.12,261670.39,1081984.32,香农芯创,300475.SZ
2024-03-14,40.0,41.18,39.61,40.29,192031.68,774240.552,香农芯创,300475.SZ
2024-03-15,40.3,41.67,39.92,41.5,220778.04,908391.194,香农芯创,300475.SZ
2024-03-18,41.38,42.8,41.08,42.8,242063.44,1020184.39,香农芯创,300475.SZ
2024-03-19,43.13,44.0,41.81,41.88,202619.25,870215.347,香农芯创,300475.SZ
2024-03-20,41.52,43.23,41.52,42.65,168956.09,717621.468,香农芯创,300475.SZ
2024-03-21,45.0,45.99,43.4,43.94,237283.03,1056250.672,香农芯创,300475.SZ
2024-03-22,43.86,45.81,42.91,43.29,256842.35,1145331.789,香农芯创,300475.SZ
2024-03-25,42.42,43.58,39.33,39.6,345911.32,1414690.811,香农芯创,300475.SZ
2024-03-26,40.5,40.91,38.45,38.81,226298.07,901934.559,香农芯创,300475.SZ
2024-03-27,38.5,38.96,37.0,37.1,195709.54,737786.953,香农芯创,300475.SZ
2024-03-28,37.54,40.17,37.01,39.28,245160.87,946010.963,香农芯创,300475.SZ
2024-03-29,39.57,42.99,39.28,42.59,254470.13,1056386.354,香农芯创,300475.SZ
2024-04-01,42.19,43.16,40.33,42.54,194576.89,818418.198,香农芯创,300475.SZ
2024-04-02,43.77,44.18,41.91,42.54,227598.96,975555.506,香农芯创,300475.SZ
2024-04-03,42.48,44.06,41.05,42.26,235974.09,1006580.05,香农芯创,300475.SZ
2024-04-08,41.69,43.26,40.81,41.0,176415.95,738407.482,香农芯创,300475.SZ
2024-04-09,40.98,41.8,38.84,39.5,179927.17,711123.062,香农芯创,300475.SZ
2024-04-10,39.5,39.6,37.2,37.69,164791.76,624971.48,香农芯创,300475.SZ
2024-04-11,37.75,39.36,37.71,38.1,141856.06,547730.086,香农芯创,300475.SZ
2024-04-12,38.75,39.95,38.62,38.85,148437.34,583135.528,香农芯创,300475.SZ
2024-04-15,37.95,39.03,36.66,37.5,166540.5,629033.742,香农芯创,300475.SZ
2024-04-16,37.25,37.69,34.8,35.15,158508.91,571439.287,香农芯创,300475.SZ
2024-04-17,36.5,38.48,36.3,38.2,200107.74,752737.35,香农芯创,300475.SZ
2024-04-18,37.6,39.0,36.17,37.4,236725.75,889733.742,香农芯创,300475.SZ
2024-04-19,37.09,37.43,35.86,36.27,131862.88,480227.183,香农芯创,300475.SZ
2024-04-22,33.92,35.3,33.18,34.92,132819.92,457164.409,香农芯创,300475.SZ
2024-04-23,34.98,35.35,34.05,34.21,118243.99,408200.348,香农芯创,300475.SZ
2024-04-24,34.24,35.73,33.38,35.56,174184.09,608298.276,香农芯创,300475.SZ
2024-04-25,33.52,37.71,33.25,37.01,296364.17,1078681.916,香农芯创,300475.SZ
2024-04-26,36.86,39.2,36.86,38.57,234044.97,893752.693,香农芯创,300475.SZ
2024-04-29,38.57,39.09,37.56,37.82,189692.52,726707.844,香农芯创,300475.SZ
2024-04-30,37.96,38.12,36.91,37.02,146665.97,549188.091,香农芯创,300475.SZ
2024-05-06,37.5,38.18,37.21,37.28,136903.41,514796.559,香农芯创,300475.SZ
2024-05-07,37.51,37.63,35.79,36.37,129092.58,473482.385,香农芯创,300475.SZ
2024-05-08,36.23,36.66,35.35,35.48,106710.3,382778.11,香农芯创,300475.SZ
2024-05-09,35.66,38.4,35.54,37.73,216709.25,810470.526,香农芯创,300475.SZ
2024-05-10,37.63,37.66,35.05,35.65,185079.51,663981.481,香农芯创,300475.SZ
2024-05-13,35.3,35.47,34.08,34.24,125792.81,436120.465,香农芯创,300475.SZ
2024-05-14,34.55,34.98,33.9,34.1,87763.97,300922.06,香农芯创,300475.SZ
2024-05-15,34.24,35.1,33.61,34.16,76205.09,261641.419,香农芯创,300475.SZ
2024-05-16,34.48,35.75,34.1,35.15,155552.62,543215.275,香农芯创,300475.SZ
2024-05-17,34.9,35.4,34.11,35.18,103710.85,361716.81,香农芯创,300475.SZ
2024-05-20,35.14,35.74,34.42,35.65,95380.42,335745.39,香农芯创,300475.SZ
2024-05-21,35.5,36.62,35.15,35.26,111795.3,399698.699,香农芯创,300475.SZ
2024-05-22,35.41,35.75,34.66,34.98,64572.95,225896.518,香农芯创,300475.SZ
2024-05-23,35.2,35.29,34.21,34.33,74643.31,258903.032,香农芯创,300475.SZ
2024-05-24,34.3,34.67,33.12,33.12,85287.46,287388.422,香农芯创,300475.SZ
2024-05-27,33.31,34.96,32.5,34.9,108987.46,368380.304,香农芯创,300475.SZ
2024-05-28,34.68,35.52,33.58,33.81,149255.21,515184.114,香农芯创,300475.SZ
2024-05-29,33.48,34.62,33.45,33.93,65074.63,221007.798,香农芯创,300475.SZ
2024-05-30,33.8,35.93,33.4,35.34,178640.59,627876.414,香农芯创,300475.SZ
2024-05-31,36.14,36.36,34.46,34.55,178254.93,628053.289,香农芯创,300475.SZ
2024-06-03,34.93,37.28,34.62,36.27,297379.34,1082841.3,香农芯创,300475.SZ
2024-06-04,35.55,35.8,33.9,34.72,216217.33,751391.108,香农芯创,300475.SZ
2024-06-05,34.23,35.4,34.0,34.16,114756.6,398812.688,香农芯创,300475.SZ
2024-06-06,34.79,35.37,33.95,34.3,137386.78,475940.312,香农芯创,300475.SZ
2024-06-07,34.3,34.77,32.73,33.18,133586.68,447425.464,香农芯创,300475.SZ
2024-06-11,33.0,34.09,32.9,33.89,121847.27,409237.719,香农芯创,300475.SZ
2024-06-12,33.64,34.38,32.91,33.68,138917.95,465236.952,香农芯创,300475.SZ
2024-06-13,33.7,33.97,33.18,33.27,114356.06,383385.523,香农芯创,300475.SZ
2024-06-14,33.08,35.05,31.8,34.44,227224.16,765365.792,香农芯创,300475.SZ
2024-06-17,33.95,35.68,33.86,35.5,190960.25,667213.408,香农芯创,300475.SZ
2024-06-18,35.78,36.75,34.98,35.16,256178.05,916291.915,香农芯创,300475.SZ
2024-06-19,35.48,36.3,34.45,35.3,197899.63,701871.072,香农芯创,300475.SZ
2024-06-20,34.87,35.23,33.44,33.44,172007.36,590716.239,香农芯创,300475.SZ
2024-06-21,32.9,33.33,32.27,32.87,130228.49,426329.711,香农芯创,300475.SZ
2024-06-24,32.5,33.05,30.35,30.62,178309.53,561057.899,香农芯创,300475.SZ
2024-06-25,30.74,30.86,28.72,29.15,201575.33,592256.905,香农芯创,300475.SZ
2024-06-26,29.26,30.5,28.75,30.22,123265.95,364051.174,香农芯创,300475.SZ
2024-06-27,29.8,30.28,29.1,29.23,95891.91,284901.009,香农芯创,300475.SZ
2024-06-28,29.06,30.41,29.01,29.57,106287.66,317926.236,香农芯创,300475.SZ
2024-07-01,29.8,30.37,29.09,30.08,101237.82,300549.817,香农芯创,300475.SZ
2024-07-02,29.95,30.15,29.23,29.47,77686.0,230294.495,香农芯创,300475.SZ
2024-07-03,29.4,29.79,29.01,29.22,61039.84,179185.766,香农芯创,300475.SZ
2024-07-04,29.42,29.55,28.21,28.32,77757.03,223312.662,香农芯创,300475.SZ
2024-07-05,28.32,28.8,27.76,28.48,74690.31,210986.055,香农芯创,300475.SZ
2024-07-08,28.44,28.7,27.4,27.62,75475.01,210972.494,香农芯创,300475.SZ
2024-07-09,27.75,29.07,27.48,28.99,110764.26,314670.021,香农芯创,300475.SZ
2024-07-10,28.85,31.12,28.58,30.49,199114.15,601265.94,香农芯创,300475.SZ
2024-07-11,30.83,31.31,30.34,31.02,121784.67,375865.589,香农芯创,300475.SZ
2024-07-12,30.5,31.8,30.27,31.5,124697.7,388310.551,香农芯创,300475.SZ
2024-07-15,31.82,32.69,30.81,31.29,166536.7,526027.215,香农芯创,300475.SZ
2024-07-16,31.51,32.29,31.11,32.09,134158.38,426041.019,香农芯创,300475.SZ
2024-07-17,32.06,32.45,31.05,31.13,99852.84,317120.711,香农芯创,300475.SZ
2024-07-18,30.31,31.04,29.3,30.65,115627.2,348662.873,香农芯创,300475.SZ
2024-07-19,30.33,31.3,30.23,30.79,75845.0,234531.893,香农芯创,300475.SZ
2024-07-22,31.12,31.21,29.84,29.92,94714.05,286231.17,香农芯创,300475.SZ
2024-07-23,29.9,30.02,28.21,28.22,95405.84,276953.042,香农芯创,300475.SZ
2024-07-24,28.23,28.99,27.85,28.0,86296.0,245290.366,香农芯创,300475.SZ
2024-07-25,27.63,27.71,26.77,26.95,89067.92,241595.462,香农芯创,300475.SZ
2024-07-26,26.96,27.92,26.53,27.34,89024.91,241764.822,香农芯创,300475.SZ
2024-07-29,27.3,27.85,27.04,27.25,62976.15,172511.194,香农芯创,300475.SZ
2024-07-30,27.34,27.58,26.6,27.2,64194.55,173780.045,香农芯创,300475.SZ
2024-07-31,27.0,29.03,26.98,29.03,116656.88,330376.035,香农芯创,300475.SZ
2024-08-01,29.07,29.39,28.27,28.75,93865.97,270771.721,香农芯创,300475.SZ
2024-08-02,28.38,28.67,27.42,27.49,80249.85,224687.022,香农芯创,300475.SZ
2024-08-05,27.06,27.52,25.77,25.83,105325.17,280269.186,香农芯创,300475.SZ
2024-08-06,26.37,26.99,26.26,26.84,78414.2,208464.509,香农芯创,300475.SZ
2024-08-07,26.67,26.85,26.21,26.29,50495.0,133893.065,香农芯创,300475.SZ
2024-08-08,26.1,26.63,25.79,26.2,49029.0,128409.652,香农芯创,300475.SZ
2024-08-09,26.7,26.94,26.06,26.08,51184.62,134991.896,香农芯创,300475.SZ
2024-08-12,25.97,26.11,25.24,25.41,85164.98,218165.872,香农芯创,300475.SZ
2024-08-13,25.5,25.75,25.17,25.66,57881.6,147140.356,香农芯创,300475.SZ
2024-08-14,25.77,26.17,25.54,25.62,62960.0,162764.617,香农芯创,300475.SZ
2024-08-15,25.38,26.18,25.3,25.68,60700.65,156379.728,香农芯创,300475.SZ
2024-08-16,26.05,26.49,25.8,25.88,76022.0,198800.165,香农芯创,300475.SZ
2024-08-19,25.85,26.3,25.51,25.89,53302.88,138425.411,香农芯创,300475.SZ
2024-08-20,25.89,25.99,25.07,25.25,55111.0,140136.749,香农芯创,300475.SZ
2024-08-21,25.1,25.76,25.07,25.35,48692.0,124176.029,香农芯创,300475.SZ
2024-08-22,25.33,25.43,24.84,25.02,45723.35,114780.845,香农芯创,300475.SZ
2024-08-23,24.9,25.35,24.72,25.16,38651.93,96806.12,香农芯创,300475.SZ
2024-08-26,25.16,26.03,25.01,25.45,64708.1,165128.529,香农芯创,300475.SZ
2024-08-27,25.26,25.54,24.91,25.03,54538.1,137178.298,香农芯创,300475.SZ
2024-08-28,24.79,25.79,24.79,25.0,64713.2,163338.79,香农芯创,300475.SZ
2024-08-29,25.2,26.16,24.71,25.78,90098.76,230778.959,香农芯创,300475.SZ
2024-08-30,25.78,27.03,25.78,26.53,114470.02,305377.333,香农芯创,300475.SZ
2024-09-02,26.54,26.65,25.21,25.22,90275.41,232630.661,香农芯创,300475.SZ
2024-09-03,25.06,25.85,25.06,25.53,60927.0,155581.679,香农芯创,300475.SZ
2024-09-04,25.11,26.17,24.8,25.82,107605.0,274108.15,香农芯创,300475.SZ
2024-09-05,25.7,25.85,25.1,25.2,82050.8,208331.958,香农芯创,300475.SZ
2024-09-06,25.22,25.33,24.2,24.37,87344.0,214605.325,香农芯创,300475.SZ
2024-09-09,24.31,24.68,24.07,24.18,58378.0,142092.9,香农芯创,300475.SZ
2024-09-10,24.23,24.93,23.85,24.72,63197.5,153843.926,香农芯创,300475.SZ
2024-09-11,24.57,24.64,24.32,24.41,36128.0,88407.783,香农芯创,300475.SZ
2024-09-12,24.75,25.06,24.4,24.4,67193.94,166432.025,香农芯创,300475.SZ
2024-09-13,24.36,24.65,23.96,23.96,44385.5,107597.627,香农芯创,300475.SZ
2024-09-18,24.02,24.22,23.4,23.82,44171.83,105145.943,香农芯创,300475.SZ
2024-09-19,23.92,24.28,23.45,23.85,72625.54,173245.079,香农芯创,300475.SZ
2024-09-20,23.78,23.98,23.2,23.51,62260.28,146446.264,香农芯创,300475.SZ
2024-09-23,23.42,23.85,23.01,23.11,66456.58,154961.501,香农芯创,300475.SZ
2024-09-24,23.25,24.29,22.92,24.28,118040.32,280295.941,香农芯创,300475.SZ
