date,open,high,low,close,volume,amount,ma_short,ma_long,signal,position,buy_signal,sell_signal,name,ticker
2023-07-03,25.37,26.39,25.35,25.72,65127.26,168330.636,,,0,0,,,香农芯创,300475.SZ
2023-07-04,25.73,27.09,25.09,26.5,93787.4,246834.12,,,0,0,,,香农芯创,300475.SZ
2023-07-05,26.9,27.8,26.33,27.09,167916.68,455739.507,,,0,0,,,香农芯创,300475.SZ
2023-07-06,26.99,32.51,26.54,31.0,452688.0,1386147.755,,,0,0,,,香农芯创,300475.SZ
2023-07-07,32.0,33.72,30.44,33.57,497205.46,1602320.437,28.776,,0,0,,,香农芯创,300475.SZ
2023-07-10,32.11,32.5,31.01,32.02,340640.48,1082422.822,30.036,,-1,0,,,香农芯创,300475.SZ
2023-07-11,32.05,37.5,31.69,36.21,514258.88,1785492.48,31.977999999999998,,-1,0,,,香农芯创,300475.SZ
2023-07-12,36.36,37.71,35.02,35.65,594534.76,2168914.662,33.69,,-1,0,,,香农芯创,300475.SZ
2023-07-13,35.8,42.78,34.88,42.78,614802.49,2404637.277,36.046,,-1,0,,,香农芯创,300475.SZ
2023-07-14,44.8,47.54,43.51,46.5,656176.25,2989568.37,38.632,,-1,0,,,香农芯创,300475.SZ
2023-07-17,47.09,48.0,45.38,47.35,498541.05,2319484.741,41.698,,-1,0,,,香农芯创,300475.SZ
2023-07-18,46.0,50.1,43.77,44.06,645096.43,2987396.893,43.26800000000001,,-1,0,,,香农芯创,300475.SZ
2023-07-19,43.98,46.48,43.7,44.44,543055.26,2442568.901,45.025999999999996,,-1,0,,,香农芯创,300475.SZ
2023-07-20,44.01,45.17,40.92,41.93,528963.93,2253978.584,44.856,,-1,0,,,香农芯创,300475.SZ
2023-07-21,40.96,41.5,37.77,37.98,466131.71,1838486.126,43.152,36.85333333333333,1,1,37.98,,香农芯创,300475.SZ
2023-07-24,37.3,40.24,36.8,38.71,361742.76,1409860.63,41.42399999999999,37.71933333333333,1,1,,,香农芯创,300475.SZ
2023-07-25,39.51,39.8,37.5,38.81,376249.56,1457640.114,40.374,38.54,1,1,,,香农芯创,300475.SZ
2023-07-26,38.24,38.68,36.88,37.08,305858.34,1149722.605,38.902,39.206,-1,0,,37.08,香农芯创,300475.SZ
2023-07-27,36.01,37.75,35.42,35.75,364987.38,1323420.176,37.666000000000004,39.522666666666666,-1,0,,,香农芯创,300475.SZ
2023-07-28,36.53,37.06,34.7,35.53,317483.82,1139325.937,37.176,39.65333333333333,-1,0,,,香农芯创,300475.SZ
2023-07-31,34.37,35.69,33.88,34.92,290445.33,1012329.089,36.418,39.84666666666667,-1,0,,,香农芯创,300475.SZ
2023-08-01,35.03,37.0,34.03,36.02,435424.0,1564422.001,35.86,39.833999999999996,-1,0,,,香农芯创,300475.SZ
2023-08-02,35.01,37.11,34.86,36.79,343921.63,1244538.919,35.802,39.91,-1,0,,,香农芯创,300475.SZ
2023-08-03,36.15,36.5,34.4,35.3,346769.5,1224886.288,35.712,39.41133333333334,-1,0,,,香农芯创,300475.SZ
2023-08-04,34.8,35.89,34.45,35.89,285707.44,1007182.924,35.784,38.704,-1,0,,,香农芯创,300475.SZ
2023-08-07,35.26,37.56,35.21,36.0,382239.91,1398982.294,36.0,37.94733333333333,-1,0,,,香农芯创,300475.SZ
2023-08-08,35.8,37.95,34.94,36.58,355401.21,1305777.73,36.112,37.44866666666666,-1,0,,,香农芯创,300475.SZ
2023-08-09,36.2,36.87,32.6,32.66,440482.17,1508432.949,35.286,36.663333333333334,-1,0,,,香农芯创,300475.SZ
2023-08-10,32.05,33.1,32.05,32.38,216094.86,704875.322,34.702,36.026666666666664,-1,0,,,香农芯创,300475.SZ
2023-08-11,32.39,32.64,31.43,31.43,158625.61,504986.685,33.81,35.59,-1,0,,,香农芯创,300475.SZ
2023-08-14,31.18,31.77,30.61,31.58,155632.57,484572.753,32.926,35.11466666666667,-1,0,,,香农芯创,300475.SZ
2023-08-15,32.01,32.49,30.6,30.9,165456.19,522302.127,31.79,34.587333333333326,-1,0,,,香农芯创,300475.SZ
2023-08-16,30.34,31.4,30.2,30.3,139959.99,428726.386,31.318,34.13533333333333,-1,0,,,香农芯创,300475.SZ
2023-08-17,29.82,30.9,29.81,30.54,133607.03,405696.402,30.95,33.788,-1,0,,,香农芯创,300475.SZ
2023-08-18,30.53,31.38,29.82,29.87,144948.9,442929.206,30.637999999999998,33.410666666666664,-1,0,,,香农芯创,300475.SZ
2023-08-21,29.99,30.58,29.6,29.66,106406.56,319876.181,30.254,33.059999999999995,-1,0,,,香农芯创,300475.SZ
2023-08-22,30.2,30.75,29.51,30.74,139803.08,421127.037,30.222,32.708,-1,0,,,香农芯创,300475.SZ
2023-08-23,30.5,30.5,29.3,29.62,134308.44,398858.342,30.086000000000002,32.23,-1,0,,,香农芯创,300475.SZ
2023-08-24,30.19,32.31,29.2,31.46,314237.9,977761.189,30.27,31.974,-1,0,,,香农芯创,300475.SZ
2023-08-25,30.45,30.73,29.0,29.16,225436.72,669104.407,30.127999999999997,31.525333333333332,-1,0,,,香农芯创,300475.SZ
2023-08-28,30.99,31.2,28.32,28.6,212037.22,623595.041,29.915999999999997,31.031999999999996,-1,0,,,香农芯创,300475.SZ
2023-08-29,28.04,30.78,28.03,30.27,223164.72,666598.593,29.822000000000003,30.611333333333334,-1,0,,,香农芯创,300475.SZ
2023-08-30,30.68,34.49,30.66,32.6,378555.11,1229431.143,30.418,30.607333333333333,-1,0,,,香农芯创,300475.SZ
2023-08-31,31.69,33.0,31.69,32.21,230141.43,745047.001,30.568,30.596000000000004,-1,0,,,香农芯创,300475.SZ
2023-09-01,33.0,34.53,32.75,33.22,331221.21,1116272.256,31.380000000000003,30.715333333333334,1,1,33.22,,香农芯创,300475.SZ
2023-09-04,33.37,33.88,32.55,33.6,251048.56,833347.499,32.38000000000001,30.85,1,1,,,香农芯创,300475.SZ
2023-09-05,33.7,36.88,33.66,35.31,460018.35,1615494.607,33.388,31.144000000000002,1,1,,,香农芯创,300475.SZ
2023-09-06,34.29,37.5,34.25,36.43,398189.5,1414137.886,34.153999999999996,31.552666666666667,1,1,,,香农芯创,300475.SZ
2023-09-07,35.75,38.4,34.78,36.5,405619.57,1477792.372,35.012,31.950000000000003,1,1,,,香农芯创,300475.SZ
2023-09-08,35.5,36.61,33.3,33.32,369200.18,1301506.524,35.032000000000004,32.18,1,1,,,香农芯创,300475.SZ
2023-09-11,32.5,35.12,32.2,33.36,249185.13,838946.175,34.983999999999995,32.42666666666666,1,1,,,香农芯创,300475.SZ
2023-09-12,33.21,33.73,32.39,32.66,190938.49,629726.87,34.454,32.55466666666667,1,1,,,香农芯创,300475.SZ
2023-09-13,32.98,34.99,32.98,34.02,285591.07,972775.102,33.972,32.848,1,1,,,香农芯创,300475.SZ
2023-09-14,34.0,34.7,32.83,33.57,198731.07,671233.251,33.386,32.98866666666667,1,1,,,香农芯创,300475.SZ
2023-09-15,33.2,35.9,32.64,34.96,291711.74,1007356.246,33.714000000000006,33.37533333333333,1,1,,,香农芯创,300475.SZ
2023-09-18,34.64,35.3,29.56,29.89,437452.88,1404161.982,33.019999999999996,33.461333333333336,-1,0,,29.89,香农芯创,300475.SZ
2023-09-19,29.83,30.26,27.46,28.78,294318.46,843810.238,32.244,33.362,-1,0,,,香农芯创,300475.SZ
2023-09-20,28.5,29.3,28.28,28.61,127692.23,369236.35,31.162,33.096,-1,0,,,香农芯创,300475.SZ
2023-09-21,28.35,28.8,27.92,28.03,113135.62,319364.541,30.054000000000002,32.81733333333333,-1,0,,,香农芯创,300475.SZ
2023-09-22,27.7,29.95,27.67,29.7,198685.73,578324.999,29.002,32.58266666666667,-1,0,,,香农芯创,300475.SZ
2023-09-25,29.89,29.92,28.76,28.8,133564.23,388180.857,28.784000000000002,32.26266666666667,-1,0,,,香农芯创,300475.SZ
2023-09-26,28.8,29.38,28.4,28.42,119745.04,345034.306,28.712,31.803333333333335,-1,0,,,香农芯创,300475.SZ
2023-09-27,29.0,30.47,29.0,29.89,233317.61,694826.989,28.968,31.36733333333333,-1,0,,,香农芯创,300475.SZ
2023-09-28,30.0,30.8,29.63,30.06,162048.41,489275.486,29.374000000000002,30.938,-1,0,,,香农芯创,300475.SZ
2023-10-09,29.75,31.4,29.75,30.33,159387.57,487435.047,29.5,30.738666666666667,-1,0,,,香农芯创,300475.SZ
2023-10-10,33.0,33.78,32.0,32.68,310928.7,1017975.398,30.276,30.693333333333335,-1,0,,,香农芯创,300475.SZ
2023-10-11,33.0,33.17,31.51,32.02,198932.41,639130.93,30.996000000000002,30.650666666666666,1,1,32.02,,香农芯创,300475.SZ
2023-10-12,32.5,32.8,31.61,32.02,135780.8,436945.151,31.422000000000004,30.517333333333337,1,1,,,香农芯创,300475.SZ
2023-10-13,31.57,33.19,31.55,31.66,192825.06,625145.837,31.742,30.39,1,1,,,香农芯创,300475.SZ
2023-10-16,31.3,31.79,29.65,30.05,181152.17,546915.693,31.686,30.062666666666665,1,1,,,香农芯创,300475.SZ
2023-10-17,30.21,30.46,29.48,30.3,120143.66,359347.243,31.21,30.09,1,1,,,香农芯创,300475.SZ
2023-10-18,29.48,29.48,27.87,28.77,132468.66,380074.733,30.560000000000002,30.089333333333332,1,1,,,香农芯创,300475.SZ
2023-10-19,28.77,29.51,28.48,28.57,115314.63,334082.032,29.869999999999997,30.086666666666666,-1,0,,28.57,香农芯创,300475.SZ
2023-10-20,28.35,29.25,27.52,27.56,88376.34,247902.345,29.05,30.055333333333333,-1,0,,,香农芯创,300475.SZ
2023-10-23,27.28,27.47,26.18,26.77,81723.86,218286.355,28.394,29.860000000000003,-1,0,,,香农芯创,300475.SZ
2023-10-24,27.16,28.1,26.7,27.88,93148.63,256694.111,27.909999999999997,29.79866666666667,-1,0,,,香农芯创,300475.SZ
2023-10-25,28.1,28.3,25.91,26.15,197104.47,526899.426,27.386000000000003,29.647333333333332,-1,0,,,香农芯创,300475.SZ
2023-10-26,25.78,26.2,25.31,26.15,132550.64,341855.527,26.901999999999997,29.398,-1,0,,,香农芯创,300475.SZ
2023-10-27,26.21,27.6,26.21,26.94,178990.04,483830.958,26.778,29.19,-1,0,,,香农芯创,300475.SZ
2023-10-30,26.5,27.17,26.12,27.02,140453.4,375182.536,26.827999999999996,28.969333333333335,-1,0,,,香农芯创,300475.SZ
2023-10-31,27.99,28.5,26.37,26.54,145148.42,396172.894,26.559999999999995,28.56,-1,0,,,香农芯创,300475.SZ
2023-11-01,26.6,27.25,26.59,26.62,93514.08,250750.649,26.654000000000003,28.2,-1,0,,,香农芯创,300475.SZ
2023-11-02,26.75,27.85,26.21,26.79,147753.51,398186.488,26.782,27.851333333333333,-1,0,,,香农芯创,300475.SZ
2023-11-03,26.79,27.65,26.12,27.42,194890.03,525488.018,26.877999999999997,27.56866666666667,-1,0,,,香农芯创,300475.SZ
2023-11-06,27.88,31.3,27.69,31.23,396627.24,1170057.459,27.72,27.647333333333332,1,1,31.23,,香农芯创,300475.SZ
2023-11-07,30.9,35.18,30.6,34.06,484443.37,1611595.153,29.224,27.898000000000003,1,1,,,香农芯创,300475.SZ
2023-11-08,33.51,35.25,32.92,33.85,372787.1,1272545.941,30.669999999999998,28.236666666666668,1,1,,,香农芯创,300475.SZ
2023-11-09,33.15,33.8,32.01,32.35,263157.95,861595.416,31.782000000000004,28.48866666666667,1,1,,,香农芯创,300475.SZ
2023-11-10,33.88,35.32,32.87,33.53,405711.7,1380582.114,33.004,28.886666666666667,1,1,,,香农芯创,300475.SZ
2023-11-13,34.13,35.21,32.6,33.7,365234.67,1237812.04,33.498000000000005,29.348666666666666,1,1,,,香农芯创,300475.SZ
2023-11-14,35.5,37.1,34.53,36.2,458232.54,1642975.492,33.926,29.903333333333332,1,1,,,香农芯创,300475.SZ
2023-11-15,37.71,42.72,36.81,40.0,591970.16,2347298.172,35.156000000000006,30.826666666666668,1,1,,,香农芯创,300475.SZ
2023-11-16,39.1,44.0,38.5,40.02,591399.47,2439450.68,36.69,31.751333333333335,1,1,,,香农芯创,300475.SZ
2023-11-17,40.11,41.91,39.11,41.9,524190.51,2128018.733,38.364000000000004,32.748666666666665,1,1,,,香农芯创,300475.SZ
2023-11-20,40.8,41.2,37.88,38.69,582230.12,2275427.972,39.362,33.526666666666664,1,1,,,香农芯创,300475.SZ
2023-11-21,37.8,38.49,36.69,37.09,480361.97,1796021.965,39.540000000000006,34.230000000000004,1,1,,,香农芯创,300475.SZ
2023-11-22,36.53,36.89,35.1,35.11,372424.59,1335922.918,38.562,34.79600000000001,1,1,,,香农芯创,300475.SZ
2023-11-23,35.0,35.6,34.51,35.38,225512.22,794335.286,37.634,35.36866666666666,1,1,,,香农芯创,300475.SZ
2023-11-24,34.95,35.34,33.67,33.85,228583.88,784339.836,36.024,35.797333333333334,1,1,,,香农芯创,300475.SZ
2023-11-27,33.33,35.54,33.2,35.46,313031.02,1085440.596,35.378,36.07933333333334,-1,0,,35.46,香农芯创,300475.SZ
2023-11-28,34.87,37.24,34.8,36.22,315918.33,1148805.081,35.204,36.223333333333336,-1,0,,,香农芯创,300475.SZ
2023-11-29,35.7,36.69,34.73,34.96,248801.75,885946.457,35.174,36.297333333333334,-1,0,,,香农芯创,300475.SZ
2023-11-30,34.58,35.05,33.81,34.56,162907.52,560347.268,35.010000000000005,36.44466666666666,-1,0,,,香农芯创,300475.SZ
2023-12-01,34.56,36.16,34.03,36.09,240946.13,850691.554,35.458000000000006,36.61533333333333,-1,0,,,香农芯创,300475.SZ
2023-12-04,36.06,37.66,35.45,36.12,276682.75,1014828.948,35.589999999999996,36.776666666666664,-1,0,,,香农芯创,300475.SZ
2023-12-05,36.08,36.11,34.08,34.14,175799.83,611889.774,35.174,36.63933333333333,-1,0,,,香农芯创,300475.SZ
2023-12-06,34.1,35.15,34.01,34.59,130763.25,453206.284,35.10000000000001,36.278666666666666,-1,0,,,香农芯创,300475.SZ
2023-12-07,34.2,34.88,33.83,34.41,125442.8,432855.691,35.07,35.90466666666667,-1,0,,,香农芯创,300475.SZ
2023-12-08,34.85,36.92,34.75,36.92,317430.06,1151359.291,35.236,35.57266666666667,-1,0,,,香农芯创,300475.SZ
2023-12-11,36.41,37.2,35.75,36.64,218256.89,794526.398,35.34,35.436,-1,0,,,香农芯创,300475.SZ
2023-12-12,36.5,38.48,36.36,37.5,295916.48,1113109.128,36.012,35.46333333333334,1,1,37.5,,香农芯创,300475.SZ
2023-12-13,37.03,37.34,35.68,35.71,214537.61,779067.062,36.236000000000004,35.50333333333333,1,1,,,香农芯创,300475.SZ
2023-12-14,36.18,36.6,35.4,35.78,146538.52,527864.584,36.510000000000005,35.53,1,1,,,香农芯创,300475.SZ
2023-12-15,35.53,35.9,33.31,34.38,164412.7,566141.792,36.002,35.565333333333335,1,1,,,香农芯创,300475.SZ
2023-12-18,34.1,35.17,34.1,34.53,88264.63,305748.885,35.58,35.50333333333333,1,1,,,香农芯创,300475.SZ
2023-12-19,34.21,35.55,34.21,35.1,99796.22,349529.989,35.1,35.42866666666667,-1,0,,35.1,香农芯创,300475.SZ
2023-12-20,34.8,35.0,32.73,32.77,169055.11,567232.21,34.51200000000001,35.282666666666664,-1,0,,,香农芯创,300475.SZ
2023-12-21,32.58,34.35,32.5,33.51,129347.33,434256.173,34.05800000000001,35.21266666666667,-1,0,,,香农芯创,300475.SZ
2023-12-22,34.75,35.1,32.38,32.86,154315.94,519880.379,33.754,34.99733333333334,-1,0,,,香农芯创,300475.SZ
2023-12-25,31.7,32.98,31.7,32.01,92456.25,297605.767,33.25,34.723333333333336,-1,0,,,香农芯创,300475.SZ
2023-12-26,31.91,32.01,29.9,30.31,165364.8,505047.459,32.292,34.467999999999996,-1,0,,,香农芯创,300475.SZ
2023-12-27,30.76,33.33,30.47,32.72,211105.55,676186.338,32.282,34.343333333333334,-1,0,,,香农芯创,300475.SZ
2023-12-28,32.74,33.12,31.91,33.1,152801.58,499403.577,32.2,34.256,-1,0,,,香农芯创,300475.SZ
2023-12-29,32.91,33.94,32.7,33.79,150014.48,503149.16,32.385999999999996,34.047333333333334,-1,0,,,香农芯创,300475.SZ
2024-01-02,33.21,33.55,32.45,32.75,101137.74,332812.441,32.534,33.788000000000004,-1,0,,,香农芯创,300475.SZ
2024-01-03,32.46,33.13,31.99,32.32,86372.88,280174.939,32.93599999999999,33.44266666666667,-1,0,,,香农芯创,300475.SZ
2024-01-04,32.26,33.42,32.0,32.68,100930.48,330812.947,32.928,33.24066666666667,-1,0,,,香农芯创,300475.SZ
2024-01-05,32.5,32.65,31.3,31.73,104366.78,332292.328,32.653999999999996,32.970666666666666,-1,0,,,香农芯创,300475.SZ
2024-01-08,31.73,31.99,30.6,30.69,80008.42,247288.411,32.034000000000006,32.724666666666664,-1,0,,,香农芯创,300475.SZ
2024-01-09,31.21,31.48,30.22,30.68,73246.11,225391.282,31.619999999999997,32.467999999999996,-1,0,,,香农芯创,300475.SZ
2024-01-10,30.54,30.69,29.63,29.8,84468.16,253659.883,31.116000000000003,32.114666666666665,-1,0,,,香农芯创,300475.SZ
2024-01-11,30.05,31.06,29.6,30.81,88354.92,270359.605,30.742,31.983999999999998,-1,0,,,香农芯创,300475.SZ
2024-01-12,30.59,31.01,30.2,30.62,69505.33,212583.099,30.52,31.791333333333334,-1,0,,,香农芯创,300475.SZ
2024-01-15,31.0,31.82,30.41,30.99,103236.98,322111.408,30.580000000000002,31.666666666666668,-1,0,,,香农芯创,300475.SZ
2024-01-16,31.2,31.25,30.23,31.25,89915.45,276067.51,30.694,31.616,-1,0,,,香农芯创,300475.SZ
2024-01-17,31.28,32.28,30.71,30.8,104447.58,329056.182,30.894,31.648666666666664,-1,0,,,香农芯创,300475.SZ
2024-01-18,30.49,31.19,29.72,31.18,107087.89,324873.382,30.968,31.546,-1,0,,,香农芯创,300475.SZ
2024-01-19,31.7,32.26,30.7,30.7,150264.45,474308.12,30.984,31.386,-1,0,,,香农芯创,300475.SZ
2024-01-22,30.95,31.41,28.18,28.69,145340.37,432306.066,30.524,31.046000000000003,-1,0,,,香农芯创,300475.SZ
2024-01-23,28.53,29.6,28.05,29.01,98240.34,284259.632,30.076,30.79666666666667,-1,0,,,香农芯创,300475.SZ
2024-01-24,29.39,29.49,27.7,28.87,98603.58,280460.821,29.689999999999998,30.566666666666666,-1,0,,,香农芯创,300475.SZ
2024-01-25,29.2,30.24,29.01,30.14,136002.14,405409.683,29.482,30.397333333333336,-1,0,,,香农芯创,300475.SZ
2024-01-26,30.09,30.64,29.13,29.71,126163.38,377162.456,29.284000000000002,30.262666666666668,-1,0,,,香农芯创,300475.SZ
2024-01-29,29.9,29.99,27.8,27.9,111177.61,317439.846,29.125999999999998,30.076666666666668,-1,0,,,香农芯创,300475.SZ
2024-01-30,27.5,28.27,26.5,26.6,90915.06,248040.387,28.644,29.804666666666666,-1,0,,,香农芯创,300475.SZ
