date,equity,returns
2023-07-03,100000.0,0.0
2023-07-04,100000.0,0.0
2023-07-05,100000.0,0.0
2023-07-06,100000.0,0.0
2023-07-07,100000.0,0.0
2023-07-10,100000.0,0.0
2023-07-11,100000.0,0.0
2023-07-12,100000.0,0.0
2023-07-13,100000.0,0.0
2023-07-14,100000.0,0.0
2023-07-17,100000.0,0.0
2023-07-18,100000.0,0.0
2023-07-19,100000.0,0.0
2023-07-20,100000.0,0.0
2023-07-21,99870.15807539201,-0.0012984192460798738
2023-07-24,102423.96366612401,0.025571258121010798
2023-07-25,102423.96366612401,0.0
2023-07-26,102423.96366612401,0.0
2023-07-27,102423.96366612401,0.0
2023-07-28,102423.96366612401,0.0
2023-07-31,102423.96366612401,0.0
2023-08-01,102423.96366612401,0.0
2023-08-02,102423.96366612401,0.0
2023-08-03,102423.96366612401,0.0
2023-08-04,102423.96366612401,0.0
2023-08-07,102423.96366612401,0.0
2023-08-08,102290.96716170401,-0.001298490115589801
2023-08-09,94127.06716170402,-0.07981056613820359
2023-08-10,90954.56716170402,-0.03370443907011211
2023-08-11,90836.36594520403,-0.0012995632895470566
2023-08-14,90836.36594520403,0.0
2023-08-15,90836.36594520403,0.0
2023-08-16,90836.36594520403,0.0
2023-08-17,90836.36594520403,0.0
2023-08-18,90836.36594520403,0.0
2023-08-21,90836.36594520403,0.0
2023-08-22,90836.36594520403,0.0
2023-08-23,90836.36594520403,0.0
2023-08-24,90836.36594520403,0.0
2023-08-25,90836.36594520403,0.0
2023-08-28,90836.36594520403,0.0
2023-08-29,90836.36594520403,0.0
2023-08-30,90718.41599226404,-0.0012984882399538211
2023-08-31,91057.63557951705,0.003739258270139434
2023-09-01,90939.40092589207,-0.0012984595182216063
2023-09-04,89826.86092589206,-0.01223386110610769
2023-09-05,86917.14092589206,-0.0323925379336204
2023-09-06,86419.57908830607,-0.005724553664394283
2023-09-07,86419.57908830607,0.0
2023-09-08,86419.57908830607,0.0
2023-09-11,86419.57908830607,0.0
2023-09-12,86419.57908830607,0.0
2023-09-13,86419.57908830607,0.0
2023-09-14,86419.57908830607,0.0
2023-09-15,86419.57908830607,0.0
2023-09-18,86419.57908830607,0.0
2023-09-19,86419.57908830607,0.0
2023-09-20,86419.57908830607,0.0
2023-09-21,86419.57908830607,0.0
2023-09-22,86419.57908830607,0.0
2023-09-25,86419.57908830607,0.0
2023-09-26,86307.36447260008,-0.0012984860246927354
2023-09-27,86613.54447260007,0.0035475535821418713
2023-09-28,86176.14447260008,-0.005050018477633866
2023-10-09,84251.58447260008,-0.022332862670734976
2023-10-10,82501.98447260007,-0.020766375029647066
2023-10-11,83857.92447260008,0.016435241026842462
2023-10-12,82020.84447260007,-0.02190705304899665
2023-10-13,78113.81867873606,-0.04763454727863958
2023-10-16,78113.81867873606,0.0
2023-10-17,78113.81867873606,0.0
2023-10-18,78113.81867873606,0.0
2023-10-19,78113.81867873606,0.0
2023-10-20,78113.81867873606,0.0
2023-10-23,78113.81867873606,0.0
2023-10-24,78113.81867873606,0.0
2023-10-25,78113.81867873606,0.0
2023-10-26,78113.81867873606,0.0
2023-10-27,78113.81867873606,0.0
2023-10-30,78113.81867873606,0.0
2023-10-31,78113.81867873606,0.0
2023-11-01,78113.81867873606,0.0
2023-11-02,78113.81867873606,0.0
2023-11-03,78113.81867873606,0.0
2023-11-06,78113.81867873606,0.0
2023-11-07,78113.81867873606,0.0
2023-11-08,78012.39605891607,-0.001298395361224336
2023-11-09,79490.81605891605,0.018951090784129487
2023-11-10,78573.17605891607,-0.011543975084113645
2023-11-13,82141.77605891606,0.045417535334503656
2023-11-14,83467.25605891607,0.01613649063357614
2023-11-15,83671.17605891607,0.002443113738590519
2023-11-16,81275.11605891606,-0.028636623899165214
2023-11-17,83365.29605891606,0.02571734254411706
